Feature,Id,X,Y
A,1,58563.2752598718,55178.067880879506
A,2,27586.252612769276,51154.92804453212
A,3,35637.261295860546,54622.68116989388
A,4,56871.17023565778,49602.722587848264
A,5,326.9448723112567,29110.477440998227
A,6,42109.05257250363,48946.21780190478
A,7,44824.513561271,13406.649713925623
A,8,6497.2788000646915,3731.7564082045274
A,9,49576.6728572223,12787.781342368702
A,10,9875.517346299159,58065.94779750066
A,11,7562.729603451708,5387.399457633231
A,12,50877.76004633583,42025.2861998365
A,13,47151.83406722897,57999.686908296455
A,14,55071.650166079955,4222.571032164435
A,15,12901.564112326043,35558.02036930991
A,16,6523.472660010985,53744.90390128138
A,17,41531.131319055145,50969.86831627459
A,18,29035.73674426954,59580.27341537091
A,19,5048.568008995182,329.3921726963145
A,20,18987.91961036146,52427.178055956516
A,21,4632.369588085259,58743.96694523704
A,22,14269.477958863428,12434.019467537832
A,23,27364.14690222069,14100.67929292754
A,24,33227.87484428127,6942.366821554094
A,25,23279.941153999735,50063.66944286042
A,26,33862.94500659186,24710.530281468098
A,27,22453.937171331585,35433.09456562887
A,28,26682.504841634036,57371.243469010406
A,29,30949.430410198103,14711.250348859634
A,30,44692.72757128644,25029.552695069146
A,31,467.96334950909954,4311.310163202673
A,32,50930.38385412306,50934.416233732874
A,33,19398.67574766665,20308.938617581374
A,34,47752.64846029123,40059.81103752301
A,35,22715.964844801198,36976.88368703056
A,36,42783.75716978576,48208.508512031396
A,37,4794.69588489907,557.5132042687603
A,38,43976.41838527598,1904.0240939013574
A,39,2708.248967297473,59818.09173771331
A,40,40679.43289675126,44863.58707689017
A,41,57945.82297191006,43898.45353068844
A,42,58911.617304302206,44247.32455918364
A,43,1731.4676875480118,18800.526842131807
A,44,17225.68834783604,49156.189553876866
A,45,3248.455651403257,46584.08083989749
A,46,54604.363931559215,35003.50698905181
A,47,31068.671071343404,15922.841555789879
A,48,53764.55140304852,50412.36699451987
A,49,25957.772169959324,9140.005079969984
A,50,42054.051337958925,48193.43391882772
A,51,7973.033474834911,39182.01573578971
A,52,37808.83890826409,28735.065518825777
A,53,22391.794817598555,50204.30036245084
A,54,2597.5348359225836,12790.00961763731
A,55,47504.604998077164,47532.524991447885
A,56,59213.324557082175,51170.266887581165
A,57,42678.18736282351,6727.756268899543
A,58,21582.123696492905,31264.06768945702
A,59,27339.48830428592,47323.771555753316
A,60,55939.41697302202,34566.23388081768
A,61,50653.14412795318,4519.590053330265
A,62,32686.783902741958,55565.5734944646
A,63,17660.78927957975,51700.16407833677
A,64,35272.71105133751,30360.253073959815
A,65,521.7537129585015,38122.98623640916
A,66,26250.892311737487,23274.49788415065
A,67,3240.739405323938,9448.226805651258
A,68,51352.80534754813,41527.23832239271
A,69,44889.21881138757,34004.86160322545
A,70,29969.951664212193,11655.745789254894
A,71,39823.34859964682,44775.09290955976
A,72,34874.7418664439,16924.571899750197
A,73,43772.29411595289,26044.193937302385
A,74,25317.601896815366,42352.50822392385
A,75,21916.978800654466,44502.77986438805
A,76,5821.453439069178,23267.571187576486
A,77,19200.32599254325,27303.325466675
A,78,38053.34837196246,24452.425268467407
A,79,54106.19481273983,44162.6056569526
A,80,15086.595158010712,9969.9323806759
A,81,35015.26799017324,37066.59142464127
A,82,56175.34024498761,38660.91831230987
A,83,32992.282241477566,59474.1289774718
A,84,15847.129412275683,37083.552069814425
A,85,36480.043795692276,37130.6610081674
A,86,43677.60393739559,40316.084930965786
A,87,1871.8046847196445,4692.98066953235
A,88,545.0432272592786,51572.07593091324
A,89,19304.638406288774,26330.963935330372
A,90,33471.088628764504,53979.50350276522
A,91,35262.56810067616,54311.976292541585
A,92,34337.565215913266,52152.578511641885
A,93,12699.282423088736,37288.56976821079
A,94,57827.90414917961,27337.36731421405
A,95,45386.373014258366,19599.865898966636
A,96,10875.275598764758,57939.71485088931
A,97,36064.11873254638,34361.90884883866
A,98,49708.13366573532,27146.26888465876
A,99,37717.93544647848,46462.108644617154
A,100,51267.4582704684,31126.757309752058
A,101,23924.713349682166,26787.697097221742
A,102,43328.58589876653,34958.05649431539
A,103,37709.33442940668,36108.04755677028
A,104,22094.09686420303,38937.852538064915
A,105,28722.7920902735,25995.4459194669
A,106,57332.860767684404,55358.112703596445
A,107,5799.3817436295485,5008.851067757396
A,108,23323.865132700466,55085.90614366043
A,109,6071.579598203316,31079.93512124349
A,110,18922.12315341173,4451.427226928737
A,111,12817.26950553601,15630.6024502642
A,112,51997.50420948608,15970.46262192568
A,113,2085.108536991818,1416.0072758224617
A,114,42305.92336154099,1330.8644639322774
A,115,2889.889006200903,4426.907785277121
A,116,2535.9553975469094,41849.93133941853
A,117,17390.87949502988,30400.09228734389
A,118,9832.482666056605,20261.96362947093
A,119,45962.17866436659,28575.40762224122
A,120,39532.626296857496,28222.56949149078
A,121,37435.250589410614,49302.79422349136
A,122,59157.780282570246,36318.68564352487
A,123,17039.888683839577,27942.55446870056
A,124,13889.154000596045,47650.57685099401
A,125,13690.920777588493,25216.950499330418
A,126,54812.84808097006,12204.45411012697
A,127,54264.132347743325,13761.038139742514
A,128,28154.058817700134,17261.677018193845
A,129,15375.88630879736,12085.520967475068
A,130,37528.61788009474,48992.86476021296
A,131,42927.09678779462,50504.2304922485
A,132,11923.64733421164,42162.5609996057
A,133,6293.254441024443,28793.685256866305
A,134,59677.72808136798,18522.468355121193
A,135,47538.298807263855,12442.032915376985
A,136,23164.55156553746,39998.58704837568
A,137,36401.277315182684,53309.52513782452
A,138,50192.63671917852,50179.96342763078
A,139,29050.738479219046,11362.488714549883
A,140,6317.268823528435,26894.071913749576
A,141,32722.98340675596,16857.665338276624
A,142,7319.433826861268,19806.20251616954
A,143,19356.34995679383,6943.543313333258
A,144,33040.08860346845,7.593807309056455
A,145,9204.786880918176,57110.25092992418
A,146,52566.722994841526,43459.3648093694
A,147,20160.11965143785,6259.329162633007
A,148,26452.764409353473,46936.64715090109
A,149,30133.444671808535,44379.62889780056
A,150,14208.938644742433,33769.695727356746
A,151,48342.22785351068,53905.344423516624
A,152,24739.333362841284,7206.0448270237985
A,153,56720.74116492916,49797.116929366704
A,154,23703.48990665472,51620.167698059995
A,155,44917.60943216348,9226.903654186135
A,156,14969.423185823707,6074.429901301714
A,157,1465.2671741034928,19462.23374211573
A,158,23381.09717633442,20887.436279866626
A,159,39702.30354694921,22135.236272935897
A,160,2997.4543193850423,15893.282256012324
A,161,29900.67890341455,53546.752081129394
A,162,58768.69122889009,28977.48567501204
A,163,18795.96431525941,53995.59985174944
A,164,40299.08973310874,35252.7905979589
A,165,24339.80313852659,4337.979550960147
A,166,3904.261082292815,50890.32303288325
A,167,36989.903709133076,45071.80412893659
A,168,3604.3191768589722,31148.959633432205
A,169,19223.96854635644,2205.603826365712
A,170,23003.017358026813,49548.095471052024
A,171,52210.051589545445,5011.491784827982
A,172,18186.549651496814,4406.337625705554
A,173,12686.936033020529,53476.51232365336
A,174,26834.251520761027,40121.01827048462
A,175,54104.20549282712,37856.57142189304
A,176,30667.07320443853,13590.73189263177
A,177,33942.80401571039,49201.933158961765
A,178,57168.25997953357,21085.47431466318
A,179,53882.933172614205,28063.175168354082
A,180,52194.294108317,7646.288966124559
A,181,41107.26379359687,38801.29451122764
A,182,7652.71656157338,49748.66920575216
A,183,57523.521522617215,49015.50997160739
A,184,27857.084293479485,52491.31904103344
A,185,19061.578638241528,37567.16754459313
A,186,44477.85563572839,34974.21240934611
A,187,39446.330860295915,50517.97544755836
A,188,43191.64775147824,51807.22847118452
A,189,1968.6595534414853,32015.65737445818
A,190,45189.85878435614,34843.00215540972
A,191,8772.944173414238,36749.938362819295
A,192,33641.26590953117,57254.95022189743
A,193,50.624288996219406,22066.646123964605
A,194,49011.79970105392,1983.792046538604
A,195,35275.465392179445,41167.52275779676
A,196,37828.28904688961,58353.23201343724
A,197,5237.197806173084,14038.22439192143
A,198,7031.541554188719,34307.79698458414
A,199,57126.374617367685,59836.79103546755
A,200,10497.776598494222,17253.17429988585
A,201,25294.33675604662,13439.728142968406
A,202,15615.943728778597,43881.74810624417
A,203,27558.271568363692,59682.71033962233
A,204,25992.12682994009,28643.37111236906
A,205,51042.464331682924,21547.71242360411
