Feature,Id,X,Y
A,1,21129.157133503053,50365.66221290106
A,2,18289.509695802295,28427.1727196058
A,3,41965.709673684156,24954.710543465462
A,4,41936.44479709231,7690.755135089677
A,5,10902.323273804324,26797.202002220158
A,6,24139.005562095612,48001.18293527699
A,7,34702.599057921936,43143.49836055737
A,8,2232.8811891967916,59531.509933817375
A,9,1255.9352711237093,5908.459795733723
A,10,7913.597703854638,46452.524564635285
A,11,31519.816327672732,29132.415012833382
A,12,1978.670876694333,26030.796612612707
A,13,17047.65327363941,31898.124607572478
A,14,49282.68190512989,35151.38604819137
A,15,4285.612949005166,655.7586143518313
A,16,36055.539081446295,34730.94739082025
A,17,16724.285270954482,34654.01354842343
A,18,5074.032480515598,53170.4929174226
A,19,17768.32717839736,44796.576850485006
A,20,29391.64941407106,47555.711775085496
A,21,10839.597089995465,19739.249497733177
A,22,22421.440583398053,5746.325872000091
A,23,48756.61754737104,13414.125788668936
A,24,11131.582043994114,43804.54916334395
A,25,1835.5627665165387,25413.336914410935
A,26,59953.12693513719,11396.327865109306
A,27,33435.308459514476,19785.92394763283
A,28,5714.270907406051,22857.609057686666
A,29,52821.41066807856,58797.54416346788
A,30,48505.30385294541,3551.5025952100586
A,31,38251.241385483394,36073.78016296985
A,32,19843.278071894863,19950.783067778742
A,33,28084.853154397548,58293.92317548597
A,34,57845.24647856056,47563.76500482479
A,35,44503.469932766384,26223.180268915945
A,36,39333.77197713072,43380.20059304912
A,37,3069.8627505241902,4367.390462572327
A,38,30888.276248671522,28947.421597785185
A,39,51892.212392371555,23905.380288794688
A,40,24820.59795217095,36495.54208352698
A,41,16555.383959853647,15800.204331005581
A,42,41893.009803670975,23714.159503954237
A,43,21260.914791370626,111.62199939850792
A,44,30311.792082544132,42841.54042643857
A,45,12769.336092834823,43528.235045105364
A,46,10119.245530290083,36660.9145032615
A,47,31765.796479217297,40008.80470368451
A,48,43571.95230866655,47807.06089872876
A,49,56172.307414249255,49168.39452200485
A,50,35432.88161485956,28469.994702894528
A,51,22707.272851016063,43666.01432490552
A,52,2319.793241834043,5141.118162680514
A,53,16645.2937497548,10346.610241916725
A,54,17342.23556757786,27480.83946721589
A,55,5257.610695369208,40261.27629009753
A,56,35224.30528486511,31695.210462995325
A,57,37815.86352613585,9935.70056584113
A,58,53950.11841436094,16992.772859890007
A,59,24319.20048817688,377.91230540716424
A,60,31683.861083927088,48751.34961907555
A,61,56257.1314432196,21312.54374489807
A,62,12306.067044266829,23958.153996565867
A,63,5747.819448446478,25999.85720937884
A,64,59372.65815914796,23295.160265348997
A,65,14293.907105680913,36743.91167131264
A,66,36643.099979010054,9925.268815450385
A,67,59175.259395684865,12815.347746158643
A,68,43538.87963257634,57593.42022785425
A,69,24150.395001242367,1010.3307039018849
A,70,55983.362054598314,20090.363428944165
A,71,21665.694566034064,54438.31485781874
A,72,17038.9176446435,10435.423089519283
A,73,56173.82511750229,47377.36609907692
A,74,27597.043398173886,41318.17384547566
A,75,42440.167450037705,53156.88820851542
A,76,45092.08205785999,28397.52633868995
A,77,58868.38030209621,48023.68388654745
A,78,27798.94757782368,54990.34373104374
A,79,3903.5575273974855,16818.37091473991
A,80,23740.125180820727,20490.27554107248
A,81,53473.81262243461,26035.28448556818
A,82,36567.07598001228,5541.097963614709
A,83,29208.428395965548,16460.06592524998
A,84,45995.97784212631,24547.469270751073
A,85,823.1009716427095,51075.263242018504
A,86,57467.6180445514,20539.54085110731
A,87,21590.097159694797,54295.321412673205
A,88,4666.07716816106,8716.541382364718
A,89,33213.53994177081,55838.48905291143
A,90,29370.696083331797,33177.96420047029
A,91,35707.336324942546,46664.18779624074
A,92,55830.645184513865,6409.639218184418
A,93,39025.638585956294,25400.572798911868
A,94,21441.279793716873,13025.539920038902
A,95,56223.05609316316,21558.03095886566
A,96,41966.30619457457,58074.766732582604
A,97,2824.18198671448,6570.489482335293
A,98,17889.60086439549,45906.76133203773
A,99,53859.3509243297,45327.51618273204
A,100,8695.411442823573,48146.372468740396
A,101,58675.86330930373,59356.24411963517
A,102,53965.474290931474,58764.01994735665
A,103,4161.297151150893,8183.299767016288
A,104,4146.447840476393,20534.758075607224
A,105,9417.828081471129,47652.948415094004
A,106,39680.89390269886,20363.685008711316
A,107,49203.85199081094,13098.82809975741
A,108,4909.90417838409,11013.676124087364
A,109,59611.53167300149,21262.681724437538
A,110,2745.265356060942,23705.07121321027
A,111,37476.24922796014,27724.613781040916
A,112,47573.97384002557,9865.500510060157
A,113,24916.266468525766,36355.51719316678
A,114,57197.66868239843,30991.64895643009
A,115,32178.26471446062,53923.3496774821
A,116,59824.46967466665,23143.335073964725
A,117,55616.753001488934,16481.08791943194
A,118,19220.511410670526,37023.897261170045
A,119,33162.7125379327,44535.26224464684
A,120,40093.30992695451,35909.446853799745
A,121,47039.14483721102,31240.054803744984
A,122,46618.95943573096,41873.163120719255
A,123,52758.566909313195,11983.057397803343
A,124,49739.98172842594,55809.38915423412
A,125,24589.844602185032,4724.872840061967
A,126,33450.50799318737,18695.88763370758
A,127,20709.06123373975,8325.834786657682
A,128,36750.31735435176,10341.191460947803
A,129,26151.50106411321,40839.21169907874
A,130,6289.076782782139,17547.605128682448
A,131,28459.164332355307,31371.366222775487
A,132,4937.0045035453795,6178.992558769327
A,133,59570.54666186425,47605.42154681854
A,134,3608.0054591631706,21056.06269147271
A,135,58026.79466707881,46456.08774028754
A,136,37626.15731089605,33910.50237639123
A,137,7970.676235256659,57569.39860825058
A,138,34766.31162731553,22812.848859123184
A,139,35692.14347867169,28502.189862710886
A,140,59814.35728031416,16547.638070826277
A,141,30626.61964832821,16412.251700819077
A,142,10082.604995881147,34342.901692237465
A,143,45739.49138299257,3961.192660374311
A,144,17780.530633949467,35169.74714351064
A,145,42132.59698605626,46878.120224308645
A,146,28481.015802323964,41511.276495850856
A,147,14485.898723501223,27253.36200808531
A,148,30137.024326712002,40058.76354825177
A,149,47599.821982199006,50127.53455012415
A,150,44193.52445764523,6226.5384832879
A,151,49831.118015082604,41312.35407456221
A,152,19304.284325847766,50685.681419732406
A,153,6617.436546769671,41625.69120111782
A,154,49003.05991233787,24300.165570509318
A,155,56563.14051672542,6844.4565232090945
A,156,27393.466665125663,2907.7321688690126
A,157,13711.2478622665,53675.00291963811
A,158,1511.7434094832327,45321.3341949953
A,159,22653.717668533598,39911.807644304325
A,160,35481.40677809481,36735.61515205353
A,161,38034.643317578346,11701.327754406499
A,162,9918.661666968383,15406.450547893215
A,163,46778.263619152414,12448.964133354575
A,164,40262.28700770012,53030.18777714448
A,165,40026.05608979332,6403.220723607758
A,166,29791.52335595034,58682.82738260159
A,167,32294.480920192178,5322.188453883851
A,168,17060.384434336243,22487.956759574354
A,169,37767.35798393462,18873.608161486263
A,170,33316.59766969513,28365.854036369004
A,171,7914.112484487379,18540.848404116423
A,172,13188.286752355261,25274.780414752917
A,173,10777.560834513155,30803.23948170495
A,174,1511.2964495103865,53289.05580476612
A,175,10302.181107271945,58230.274344837424
A,176,30634.938220540535,34667.125935307464
A,177,23976.19011491055,26875.311547376128
A,178,5883.775863122327,746.4023755500771
A,179,38838.09595426243,54975.48235410943
A,180,32067.88955848225,13060.274104981074
A,181,9550.709823308152,11460.62172212538
A,182,1023.9374306446302,51506.254756256974
A,183,7772.993127182662,43145.1092131635
A,184,59134.14108349197,3702.848925342681
A,185,39462.38419588255,56722.63540436614
A,186,44610.19858203691,37856.309060937114
A,187,56017.69999252267,25804.95452513279
A,188,47043.93820784224,36517.02660916884
A,189,16324.928940927888,54241.84334164416
A,190,56316.40941195631,10538.930613682307
A,191,29795.681890403765,44830.49688158447
A,192,14421.901885445988,41363.826897636674
A,193,5390.350508635735,57268.77798694048
A,194,42103.290733283444,15436.235393255312
A,195,28395.36225044699,30827.751215323475
A,196,2409.8723502596363,37112.8416022228
A,197,45376.335477924324,15715.069111175337
A,198,45378.77590667886,15864.310041296621
A,199,18256.171602272985,42471.86867610613
A,200,52005.827724887495,39875.77695339228
A,201,30869.57024661968,991.910168975898
A,202,1511.607854604977,11335.929693592854
A,203,15622.725001192392,19872.813534194134
A,204,43623.274170099576,48763.20086679421
A,205,34039.35087120627,52805.308032357825
A,206,47182.60011222506,58651.163515777334
A,207,13001.480227470916,51577.53409460627
A,208,17855.460660078486,2523.844439922982
A,209,8395.888723435359,55017.50681188171
A,210,51057.911982509584,36175.2312262608
A,211,39654.263315718046,9817.970620660117
A,212,51428.80030195799,35425.86354211133
A,213,52327.65616378932,2683.9328989486157
A,214,27268.712226279207,27162.99735851887
