Feature,Id,X,Y
A,1,44189.233410372675,30644.348007024913
A,2,46285.500936045624,13768.827812510788
A,3,38684.68365931547,2041.8448599088745
A,4,48759.66030013349,28520.51713790067
A,5,55915.57801691716,14766.726310309989
A,6,13759.97756106546,53633.59471496202
A,7,54537.29280165996,27246.900034709943
A,8,13707.33992495897,59354.95869815086
A,9,2103.9305341446534,29301.77485736642
A,10,49730.41192971877,49076.489435773416
A,11,3523.759938729156,27140.93392162773
A,12,14374.952017482503,50907.464093312294
A,13,22795.8088943606,22639.90300927181
A,14,2773.4178881865423,15927.326832545512
A,15,27892.727901033435,37417.304174073826
A,16,19513.02893005074,12813.031870444158
A,17,13869.878202174872,29796.286412326765
A,18,2092.7756908311303,52031.25188139021
A,19,56370.432511099316,57166.7044375167
A,20,17387.236664718654,53156.8807292825
A,21,16661.152929039068,27573.128297037794
A,22,24937.389534592454,46125.29201970693
A,23,173.32193071939673,2537.3408282880196
A,24,165.9410721493293,51346.9723283729
A,25,43238.14836680466,18182.601736333403
A,26,31767.06504061942,14609.193261997982
A,27,7295.844138241856,43660.49942767275
A,28,30547.767187395457,40560.507496389124
A,29,16322.371081974115,54689.880290501445
A,30,31900.44350706016,33319.92812607506
A,31,21557.73740404581,25700.862709663274
A,32,863.528424345299,34373.776398155795
A,33,37834.52671292906,56635.59495241855
A,34,57379.510446722335,6419.230549948212
A,35,7895.233957718388,49890.96612485225
A,36,29886.887374948747,27184.737169923596
A,37,15051.791489428279,59197.118115037
A,38,37785.01568056202,9503.546283784215
A,39,380.5148443234319,45409.14784146104
A,40,57588.13611087683,13037.67630429002
A,41,28360.56560276028,54248.03616754636
A,42,3737.198807866158,39045.774053793175
A,43,44453.83555100944,17960.389571501317
A,44,33065.46890960138,2459.369555762847
A,45,19589.045418111586,36675.19669002544
A,46,41816.206944953636,55278.16586586272
A,47,59852.650119545375,35919.408188588975
A,48,5888.117868189553,31916.067590095176
A,49,34904.00985875862,44312.69140596729
A,50,38636.53999169676,20625.757722485076
A,51,25722.14662050932,49895.380419188754
A,52,46085.73013825276,55500.72470135424
A,53,51256.19058718779,54852.162203597196
A,54,46809.9483156491,10799.729966200062
A,55,4391.549867913444,16577.675065958392
A,56,53018.35411610096,43459.81672455982
A,57,50358.59761990498,38088.79898495842
A,58,20531.115877907254,10660.033207347391
A,59,15300.568934238114,32721.957610611895
A,60,8361.428073691319,27169.140092799233
A,61,59182.18654132813,56862.41173630283
A,62,23520.53089171603,41956.69469557024
A,63,25560.36814343517,20136.063559677914
A,64,43440.118447854555,25167.95202473449
A,65,10953.228671722896,25052.930826611297
A,66,47058.90341299968,25059.15048059539
A,67,38633.430608211514,17524.989734353494
A,68,6147.416919607447,39860.8424503042
A,69,15636.763649052476,5989.744302836397
A,70,30847.51541354,51782.99363481577
A,71,37616.70327095412,50054.403891142625
A,72,27680.33500737276,29496.707942337067
A,73,23890.52126068728,29634.21501282141
A,74,34428.869441506344,21423.508470116616
A,75,34612.375974318704,2492.02321558448
A,76,4328.597706322786,15034.19009868477
A,77,43473.659351302485,41894.77336047784
A,78,41902.01739674477,7105.371633739605
A,79,12670.68933229602,56786.25537023813
A,80,4550.205743071691,16502.969653228447
A,81,42094.73280610387,14433.946852603918
A,82,37666.9431251238,34557.88152196433
A,83,41789.13689178834,49941.47364986606
A,84,26568.225509623207,8470.293512516118
A,85,5683.2265776299655,18326.71821861259
A,86,45932.367395333524,10425.108072272329
A,87,25452.442497430107,23049.288185509762
A,88,6723.213349690373,39222.077269588255
A,89,36069.06283788778,19929.5638748199
A,90,21721.36282051559,12220.322137598749
A,91,49197.67611451107,47335.207549176404
A,92,33815.605098099186,13268.012694824483
A,93,27054.42908215007,12319.571220084956
A,94,36109.14147666795,27034.095162232567
A,95,37688.899304537306,8080.048677516421
A,96,19672.499451099742,31780.001744731377
A,97,32862.325196230784,30662.998604392877
A,98,13427.397862818578,41105.43149221414
A,99,21785.704055323054,42275.48544289738
A,100,11173.153998356282,40573.32647193685
A,101,57946.1928538556,34872.64382362882
A,102,33169.57576636505,17365.310181711124
A,103,52090.01961986002,873.0942372888828
A,104,3967.6184711261353,10239.912587132674
A,105,52144.99888088895,17913.416721607966
A,106,4331.44391374831,33062.01963885883
A,107,10455.572970563962,41486.28734439869
A,108,53122.84325989689,28043.075045593283
A,109,10168.154281462525,53115.47594115658
A,110,54921.34494654399,24577.649902605543
A,111,5944.365453204589,32404.50006506695
A,112,50930.663169075866,56183.10385604745
A,113,29394.6508445681,8854.310653159533
A,114,54374.49679168673,41545.12544701396
A,115,16714.54811787482,23779.00761920925
A,116,57112.01457856882,26043.082507844352
A,117,14970.766180755903,53957.13579903121
A,118,1605.725718060469,7375.14643380311
A,119,34324.06412275826,36839.748965186234
A,120,41651.769439553005,53024.30302564346
A,121,56190.74190627792,32194.98748697812
A,122,26434.996290090254,38302.42086254718
A,123,1934.4464995038568,17002.53132471627
A,124,15498.56617898849,31580.652613211292
A,125,53144.785377282686,59219.8812660572
A,126,27120.126898300074,48060.55509228065
A,127,52899.12939416527,31725.991213104426
A,128,39363.992776978215,45061.356906191664
A,129,7618.792985878222,30306.417683223986
A,130,1731.0511600890877,20294.983842821788
A,131,11220.65973140952,28977.683527730154
A,132,35855.5239962276,39971.43825514355
A,133,7230.13782107768,2257.204552897245
A,134,46100.00537702881,5823.315643225668
A,135,10361.176803683898,47168.68120008939
A,136,5177.563110331093,49259.28434051448
A,137,26783.94071708148,7831.470062432848
A,138,26082.032293267697,56852.45471911114
A,139,21890.54628601097,42416.04847067151
A,140,59634.98072240476,44240.68330566933
A,141,45834.152739760924,36056.25000111357
A,142,26860.14334338467,25261.898979119407
A,143,456.50053188132534,13992.582361907549
A,144,7173.512196663325,9768.711321910876
A,145,36433.86142827462,26779.510272037238
A,146,57029.548856775844,7062.560340098829
A,147,26561.197131899575,43823.1706563206
A,148,29191.405847425904,12258.846205970656
A,149,50059.17700587731,42824.601832589906
A,150,20195.309582786973,10140.511968656858
A,151,23628.528368155316,887.1631902887711
A,152,52856.67312634759,45178.67914582656
A,153,47691.07109075204,18105.387318179408
A,154,21817.79084048131,17395.011807917712
A,155,20846.586840452008,56386.12667525864
A,156,53164.34323416236,51611.59770829072
A,157,32039.562118886286,55061.45750555343
A,158,14040.29545603182,12380.193109046635
A,159,28269.653424978183,50536.34990548576
A,160,54968.06669221197,58503.8260423043
A,161,35894.59631697677,39772.77910555147
A,162,16233.250980174667,29559.787876668248
A,163,45664.08110208059,26845.478057801818
A,164,220.4734292900734,12204.183381441966
A,165,15588.025142906059,58113.163878420164
A,166,3989.3215372602176,6284.271712565867
A,167,21582.444837037212,4732.66216498303
A,168,20656.641989016825,59905.945418458155
A,169,13551.030266949752,51301.93051287552
A,170,14303.82471572136,8599.781214639484
A,171,14150.341332290966,16351.584139791095
A,172,51155.053673800016,56600.17636090063
A,173,8951.389411665341,44213.13719210085
A,174,9674.825192600118,37998.208955798305
A,175,40050.21822277362,8475.730467251073
A,176,14010.416393792395,32149.917581727703
A,177,30394.951557980068,14801.753158619966
A,178,18857.280584569122,21217.824964591407
A,179,13186.584793307338,5305.312046128885
A,180,19352.73337800589,8094.59218029295
A,181,39675.69114258248,48006.153906757296
A,182,7005.616135472031,203.8122978937329
A,183,9517.005694420413,43055.17513397806
A,184,41946.97245872803,28794.017179086513
A,185,10558.728976633021,52486.30607945001
A,186,22939.10328578475,14338.096472854697
A,187,29533.233758878017,2183.1031118927503
A,188,49607.744614013995,26521.386694910416
A,189,41580.674758748835,13557.019098531675
A,190,46264.41292256855,22047.82371488359
A,191,4876.873113463412,18117.869669555734
A,192,13463.334515389304,55114.59948144872
A,193,56851.69366442756,30675.649721820257
A,194,52089.720590491204,43901.89237579507
A,195,30573.930923484564,6346.423904220633
A,196,25303.471648968978,1795.324133243854
A,197,43843.644285273236,2843.608392935164
A,198,46064.74921463682,4304.882197087601
A,199,39372.639576810114,32719.577321948527
A,200,42245.22454322854,1765.1516551937752
A,201,52148.68816501477,40281.07637595299
A,202,17481.097558416066,23897.780855095076
A,203,9668.93401996486,34835.5844106091
A,204,53951.38119064714,35188.224664267735
A,205,32192.71418236668,55734.28119972185
A,206,13167.262766074247,9774.865426994604
A,207,13503.94504245148,55360.95950384154
A,208,42635.69149093557,21169.728243307243
A,209,27887.99546208114,3774.7157110979247
A,210,9912.706554213304,45626.12525040048
A,211,26117.884728166835,3147.943510192228
A,212,21089.35044928864,58339.584774952375
A,213,52209.409100230725,31449.67910732773
A,214,58155.35060304855,38914.59946174668
